>>> repeatability probe start 2026-08-17 05:35:53
[preflight] custody controls verified for 1 problem(s); keys sealed and unreadable by execution
[phase: development] results are for post-mortems and convergence checking, NOT for the paper's evaluation table.
2026-08-17 06:25:58,507 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:25:58,507 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:25:58,508 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:25:58,508 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:25:58,512 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:25:58,512 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:25:58,512 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:25:58,512 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:25:58,512 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:25:58,514 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:25:58,514 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:25:58,519 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:25:58,519 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:25:58,519 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:25:58,519 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:25:58,528 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:26:02,280 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:26:02,288 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_0005f1f1-e42c-4229-ab79-6831ad9474bb.json (1 events)
2026-08-17 06:26:02,300 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:26:02,306 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_68cb0424-694c-408e-80e0-40b32bb72f00.json (1 events)
2026-08-17 06:26:05,640 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:26:05,641 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:26:05,641 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:26:05,642 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:26:05,642 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:26:05,643 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:26:05,644 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:26:05,644 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:26:05,646 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:26:05,648 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:26:05,648 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:26:05,648 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:26:05,651 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:26:05,651 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:26:05,651 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:26:05,651 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:26:05,654 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:26:05,654 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:26:05,655 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:26:05,655 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:26:05,657 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:26:05,657 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:26:05,658 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:26:05,658 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:26:05,660 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:26:05,660 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:26:05,663 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:26:05,663 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:26:05,663 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:26:05,665 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:26:05,665 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:26:05,665 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:26:05,671 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:26:05,673 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:26:05,708 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:26:09,292 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:26:09,300 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_c56e5f67-3a4d-4f23-bf97-c52edb9e2d0d.json (1 events)
2026-08-17 06:26:46,602 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:26:46,603 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:26:46,603 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:26:46,604 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:26:46,606 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:26:46,607 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:26:46,608 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:26:46,608 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:26:46,608 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:26:46,610 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:26:46,610 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:26:46,612 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:26:46,613 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:26:46,613 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:26:46,614 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:26:46,615 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:26:46,616 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:26:46,616 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:26:46,617 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:26:46,617 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:26:46,619 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:26:46,619 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:26:46,621 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:26:46,621 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:26:46,623 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:26:46,623 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:26:46,624 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:26:46,624 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:26:46,624 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:26:46,628 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:26:46,629 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:26:46,629 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:26:46,632 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:26:46,636 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:26:50,280 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:26:50,280 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:26:50,290 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_36ed66f6-f92a-43ec-ab3b-496f58e10a44.json (1 events)
2026-08-17 06:26:50,291 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_6acd8ec2-6dd9-45b3-8186-6dedf36ae543.json (1 events)
2026-08-17 06:27:00,662 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:27:00,663 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:27:00,663 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:27:00,664 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:27:00,668 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:27:00,670 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:27:00,670 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:27:00,673 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:27:00,673 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:27:00,676 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:27:00,676 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:27:00,679 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:27:00,679 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:27:00,684 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:27:00,684 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:27:00,684 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:27:00,691 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:27:00,758 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:27:00,765 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_3729359f-8ece-4575-b296-45c50df34287.json (1 events)
2026-08-17 06:29:51,084 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:29:51,085 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:29:51,085 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:29:51,086 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:29:51,090 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:29:51,092 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:29:51,092 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:29:51,095 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:29:51,095 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:29:51,098 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:29:51,099 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:29:51,101 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:29:51,101 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:29:51,106 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:29:51,106 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:29:51,106 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:29:51,114 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:29:54,714 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:29:54,722 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_dd094fd0-88e3-4455-885c-5095ad152786.json (1 events)
2026-08-17 06:31:04,630 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:31:04,631 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:31:04,631 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:31:04,632 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:31:04,636 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:31:04,638 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:31:04,638 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:31:04,641 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:31:04,641 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:31:04,644 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:31:04,644 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:31:04,647 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:31:04,647 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:31:04,652 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:31:04,652 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:31:04,652 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:31:04,660 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:31:06,463 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:31:06,470 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_d8b77e5a-39bb-4828-81e5-eeff92ffabb8.json (2 events)
2026-08-17 06:31:51,749 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:31:51,750 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:31:51,751 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:31:51,751 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:31:51,755 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:31:51,757 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:31:51,757 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:31:51,760 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:31:51,760 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:31:51,763 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:31:51,764 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:31:51,766 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:31:51,766 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:31:51,771 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:31:51,771 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:31:51,771 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:31:51,780 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:31:53,625 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:31:53,633 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_d915a37d-8806-4900-b3a1-3e93e2fea5f2.json (2 events)
2026-08-17 06:32:12,915 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:32:12,917 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:32:12,917 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:32:12,918 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:32:12,921 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:32:12,924 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:32:12,924 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:32:12,926 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:32:12,926 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:32:12,930 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:32:12,930 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:32:12,932 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:32:12,932 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:32:12,938 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:32:12,938 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:32:12,938 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:32:12,945 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:32:16,564 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:32:16,570 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_f17bf4b8-0862-4081-9249-de514f0ca8ab.json (1 events)
[preflight] custody controls verified for 1 problem(s); keys sealed and unreadable by execution
[phase: development] results are for post-mortems and convergence checking, NOT for the paper's evaluation table.
[FC1 27b MCP s1] done  calls=41 tok=5548879/31332 776.4s
/home/alexander/Schreibtisch/ofa-v2/campaign3_blind/run_blind.py:598: ResourceWarning: unclosed file <_io.TextIOWrapper name='/home/alexander/Schreibtisch/ofa-v2/campaign3_blind/runs/FC1_27b_MCP_seed1/work/trajectory_live.txt' mode='a' encoding='utf-8'>
  run_one(pid, a.model, cond, a.seed, a.timeout)
ResourceWarning: Enable tracemalloc to get the object allocation traceback
/home/alexander/.local/share/python/cpython-3.12.13-linux-x86_64-gnu/lib/python3.12/asyncio/selector_events.py:879: ResourceWarning: unclosed transport <_SelectorSocketTransport fd=8>
<<< FC1 done 2026-08-17 06:32:43
[preflight] custody controls verified for 1 problem(s); keys sealed and unreadable by execution
[phase: development] results are for post-mortems and convergence checking, NOT for the paper's evaluation table.
[FE1 27b MCP s1] done  calls=53 tok=4595009/68107 1994.8s
/home/alexander/Schreibtisch/ofa-v2/campaign3_blind/run_blind.py:598: ResourceWarning: unclosed file <_io.TextIOWrapper name='/home/alexander/Schreibtisch/ofa-v2/campaign3_blind/runs/FE1_27b_MCP_seed1/work/trajectory_live.txt' mode='a' encoding='utf-8'>
  run_one(pid, a.model, cond, a.seed, a.timeout)
ResourceWarning: Enable tracemalloc to get the object allocation traceback
/home/alexander/.local/share/python/cpython-3.12.13-linux-x86_64-gnu/lib/python3.12/asyncio/selector_events.py:879: ResourceWarning: unclosed transport <_SelectorSocketTransport fd=8>
